ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,combined_score
FIVE,218.82,212.46,3.0,OPTIMAL,95,1.48,0.9,220.42,-0.73,,,,0.402,77.2,81.0,45.0,clean,84.7,HEALTHY,-4.6,3,Parabolic,-1.28,5.88,24.8,SPY,equity,Equity,37.0,False,False,87.0
TTE,81.61,77.29,5.6,OPTIMAL,90,1.5,1.11,79.58,2.56,,,,0.499,60.3,83.9,27.0,clean,86.4,HEALTHY,-0.7,3,Parabolic,5.95,9.36,24.53,XLE,index,Index,1.0,False,False,86.8
WMB,74.78,71.95,3.94,OPTIMAL,95,1.48,0.9,74.78,-0.01,,,,0.557,62.0,81.2,42.0,clean,83.4,HEALTHY,-2.7,3,Parabolic,0.01,8.63,21.49,XLE,bond,Bond,4.0,False,False,86.7
AEP,133.1,127.72,4.22,OPTIMAL,95,1.48,0.9,132.5,0.45,,,,0.502,62.8,74.1,88.0,clean,91.1,HEALTHY,-1.1,2,Sustained Uptrend,0.8,9.79,14.67,XLU,equity,Equity,2.0,False,False,86.5
MNMD,18.06,17.4,3.79,OPTIMAL,95,1.48,0.9,17.94,0.68,,,,0.64,135.8,81.8,41.0,clean,82.1,HEALTHY,-8.0,3,Parabolic,2.91,3.97,44.48,,commodity,Commodity,35.0,False,False,86.5
HOLX,75.36,75.21,0.19,OPTIMAL,95,1.48,0.9,75.53,-0.23,,,,0.602,9.5,82.8,33.0,clean,80.6,HEALTHY,-0.5,1,Basing,-0.52,0.27,0.62,,equity,Equity,7.0,False,False,86.4
JNJ,243.5,241.01,1.04,OPTIMAL,95,1.48,0.9,244.19,-0.28,,,,0.012,4.6,87.8,14.0,clean,74.0,CAUTION,-3.3,3,Parabolic,1.62,2.16,21.78,XLP,equity,Equity,7.0,False,False,86.2
DUK,132.41,126.8,4.43,OPTIMAL,95,1.48,0.9,131.31,0.84,,,,0.757,71.1,72.6,100.0,clean,91.6,HEALTHY,-0.6,2,Sustained Uptrend,0.61,7.14,14.9,XLU,equity,Equity,2.0,False,False,86.1
BP,42.24,38.61,9.39,OPTIMAL,90,1.5,1.11,40.02,5.56,,,,0.806,131.7,77.1,73.0,clean,91.8,HEALTHY,-0.6,2,Sustained Uptrend,7.48,14.25,18.82,XLE,commodity,Commodity,9.0,False,False,86.0
WELL,205.39,203.17,1.09,OPTIMAL,95,1.48,0.9,206.76,-0.66,,,,0.266,-21.8,84.8,24.0,clean,76.8,CAUTION,-5.1,2,Sustained Uptrend,0.17,2.27,4.9,XLRE,sector,Sector,14.0,False,False,86.0
KMI,33.74,32.22,4.71,OPTIMAL,95,1.48,0.9,33.51,0.69,,,,0.677,72.1,74.8,83.0,clean,87.7,HEALTHY,-1.5,3,Parabolic,1.05,8.8,23.5,XLE,bond,Bond,4.0,False,False,85.7
LHX,361.41,353.17,2.33,OPTIMAL,95,1.48,0.9,365.87,-1.22,,,,0.592,95.5,83.6,28.0,clean,77.0,CAUTION,-4.7,3,Parabolic,0.36,4.73,30.3,XLI,equity,Equity,11.0,False,False,85.6
EVRG,82.05,80.21,2.3,OPTIMAL,95,1.48,0.9,82.59,-0.65,,,,0.391,46.4,82.5,35.0,clean,77.7,CAUTION,-3.7,2,Sustained Uptrend,-1.02,4.19,11.63,XLU,equity,Equity,2.0,False,False,85.4
GNR,73.94,72.59,1.85,OPTIMAL,95,1.48,0.9,73.6,0.46,,,,0.003,3.0,79.6,55.0,clean,79.9,CAUTION,-2.9,3,Parabolic,2.13,2.39,21.09,XLB,sector,Sector,34.0,False,False,85.1
MAZE,51.29,46.43,10.46,GOOD,75,1.52,1.24,46.98,9.16,,,,0.148,68.1,91.0,10.0,overextended,89.9,HEALTHY,-2.3,3,Parabolic,13.22,6.04,25.83,,equity,Equity,7.0,False,False,85.1
EXC,49.53,46.96,5.46,OPTIMAL,90,1.5,1.11,49.11,0.86,,,,0.639,86.6,73.2,94.0,clean,92.7,HEALTHY,-0.7,2,Sustained Uptrend,1.56,10.95,13.19,XLU,equity,Equity,2.0,False,False,84.9
FNV,264.39,256.12,3.23,OPTIMAL,95,1.48,0.12,265.37,-0.37,,,,0.156,65.4,81.9,40.0,clean,76.3,CAUTION,-7.5,3,Parabolic,3.54,3.68,30.29,IAU,miner,Miner,5.0,False,False,84.8
TRV,302.53,299.87,0.89,OPTIMAL,95,1.48,0.9,305.5,-0.97,,,,0.294,34.4,78.2,66.0,clean,80.2,HEALTHY,-3.4,2,Sustained Uptrend,-1.34,1.31,8.37,,index,Index,10.0,False,False,84.7
INFL,53.1,51.73,2.66,OPTIMAL,95,1.48,0.9,53.5,-0.74,,,,0.459,69.3,77.3,72.0,clean,80.9,HEALTHY,-3.7,2,Sustained Uptrend,0.43,4.87,18.83,IAU,index,Index,3.0,False,False,84.6
CTRE,40.09,39.5,1.5,OPTIMAL,95,1.48,0.9,39.98,0.26,,,,0.04,-11.0,74.1,88.0,clean,84.5,HEALTHY,-3.9,2,Sustained Uptrend,1.83,3.48,6.94,,sector,Sector,14.0,False,False,84.5
XOM,154.28,149.02,3.53,OPTIMAL,95,1.48,0.9,151.48,1.85,,,,0.062,15.0,77.4,71.0,clean,79.9,CAUTION,-3.3,3,Parabolic,2.33,1.77,30.47,XLE,commodity,Commodity,9.0,False,False,84.3
NEE,91.83,91.13,0.76,OPTIMAL,95,1.48,0.9,92.09,-0.28,,,,0.0,0.1,82.2,39.0,clean,74.1,CAUTION,-4.3,2,Sustained Uptrend,0.76,1.1,15.3,XLU,equity,Equity,2.0,False,False,84.2
FPLSF,21.35,20.61,3.59,OPTIMAL,95,1.48,0.9,21.53,-0.85,,,,0.302,100.8,75.9,79.0,clean,80.8,HEALTHY,-7.3,3,Parabolic,2.15,6.32,55.5,XLF,index,Index,28.0,False,False,84.1
DVN,46.16,43.69,5.63,OPTIMAL,90,1.5,1.11,44.5,3.72,,,,0.047,17.0,75.3,82.0,clean,87.2,HEALTHY,-0.5,3,Parabolic,3.67,6.15,23.41,XLE,index,Index,10.0,False,False,84.0
LMT,656.32,645.06,1.75,OPTIMAL,95,1.48,0.9,661.16,-0.73,,,,0.28,41.1,85.9,19.0,clean,69.1,CAUTION,-5.2,3,Parabolic,0.2,4.25,40.57,XLI,equity,Equity,11.0,False,False,84.0
VZ,50.67,48.87,3.7,OPTIMAL,95,1.48,0.9,50.7,-0.05,,,,0.674,63.0,72.7,99.0,clean,84.2,HEALTHY,-1.4,3,Parabolic,-0.99,6.93,26.25,XLP,equity,Equity,2.0,False,False,84.0
CTRA,32.06,30.53,5.03,OPTIMAL,90,1.5,1.11,30.89,3.79,,,,0.0,-1.0,73.7,90.0,clean,88.6,HEALTHY,-1.9,2,Sustained Uptrend,2.94,4.92,19.38,XLE,commodity,Commodity,9.0,False,False,83.9
ROIV,28.91,26.97,7.18,OPTIMAL,90,1.5,1.11,29.06,-0.53,,,,0.811,137.4,77.9,69.0,clean,83.8,HEALTHY,-4.7,3,Parabolic,-2.73,5.7,41.51,XLK,equity,Equity,7.0,False,False,83.9
GUNR,55.15,53.44,3.21,OPTIMAL,95,1.48,0.9,54.45,1.28,,,,0.205,29.3,71.8,104.0,clean,84.6,HEALTHY,-1.6,3,Parabolic,3.03,4.31,22.77,IAU,sector,Sector,34.0,False,False,83.8
KDEF,59.52,58.65,1.5,OPTIMAL,95,1.48,0.9,61.34,-2.95,,,,0.49,130.7,87.4,16.0,stalling,65.8,CAUTION,-11.7,3,Parabolic,2.19,8.15,34.82,,index,Index,28.0,False,False,83.6
SDRL,42.3,42.22,0.19,OPTIMAL,95,1.48,0.9,43.0,-1.64,,,,0.012,-10.6,75.5,80.0,clean,79.7,CAUTION,-7.8,3,Parabolic,-3.22,5.21,28.05,XLE,commodity,Commodity,9.0,False,False,83.6
COP,120.0,111.08,8.02,OPTIMAL,90,1.5,1.11,116.8,2.74,,,,0.712,110.2,76.8,75.0,clean,83.7,HEALTHY,-2.0,3,Parabolic,2.72,11.62,28.43,XLE,commodity,Commodity,9.0,False,False,83.5
CORN,18.57,17.74,4.66,OPTIMAL,95,1.48,0.9,18.17,2.22,,,,0.821,75.9,80.2,54.0,clean,73.7,CAUTION,-1.4,1,Basing,2.09,6.36,3.45,DBA,commodity,Commodity,21.0,False,False,83.4
DBB,24.52,23.95,2.38,OPTIMAL,95,1.48,0.9,24.23,1.18,,,,0.571,47.6,80.4,50.0,clean,73.4,CAUTION,-5.8,2,Sustained Uptrend,2.59,2.72,11.15,IAU,commodity,Commodity,45.0,False,False,83.4
EQT,65.01,59.1,10.0,GOOD,75,1.52,1.24,62.25,4.43,,,,0.874,135.4,84.7,25.0,clean,91.8,HEALTHY,-0.5,2,Sustained Uptrend,5.42,17.37,11.09,XLE,equity,Equity,19.0,False,False,83.4
EZPW,25.91,25.0,3.66,OPTIMAL,95,1.48,0.9,26.24,-1.25,,,,0.492,90.5,70.8,109.0,clean,84.5,HEALTHY,-5.1,3,Parabolic,3.04,4.75,26.72,XLI,equity,Equity,2.0,False,False,83.4
DLR,179.53,175.55,2.27,OPTIMAL,95,1.48,0.9,179.32,0.12,,,,0.133,17.9,63.7,163.0,clean,92.5,HEALTHY,-2.8,2,Sustained Uptrend,-0.12,4.06,10.31,XLRE,sector,Sector,14.0,False,False,83.3
GD,356.5,354.08,0.68,OPTIMAL,95,1.48,0.9,360.48,-1.1,,,,0.511,63.3,69.0,120.0,clean,86.5,HEALTHY,-3.6,2,Sustained Uptrend,-1.17,-0.65,6.65,XLI,equity,Equity,11.0,False,False,83.3
SII,159.18,141.41,12.57,GOOD,90,1.52,2.55,162.38,-1.97,,,,0.734,443.6,78.5,62.0,clean,81.2,HEALTHY,-6.2,3,Parabolic,-0.28,30.51,66.82,IAU,miner,Miner,5.0,False,False,83.3
SO,98.08,93.69,4.69,OPTIMAL,95,1.48,0.9,97.16,0.95,,,,0.707,84.5,62.7,167.0,clean,92.7,HEALTHY,-0.7,2,Sustained Uptrend,0.91,8.11,14.73,XLU,equity,Equity,2.0,False,False,83.0
TJX,156.92,156.44,0.3,OPTIMAL,95,1.48,0.9,159.58,-1.67,,,,0.416,44.6,74.3,86.0,clean,78.7,CAUTION,-3.5,2,Sustained Uptrend,-2.49,2.37,2.11,,equity,Equity,37.0,False,False,82.9
FAN,23.71,23.45,1.1,OPTIMAL,95,1.48,0.9,23.86,-0.62,,,,0.184,30.8,75.5,80.0,clean,76.6,CAUTION,-3.6,2,Sustained Uptrend,-0.13,2.95,19.15,VGK,index,Index,1.0,False,False,82.7
ULS,83.69,77.02,8.65,OPTIMAL,90,1.5,1.11,82.41,1.55,,,,0.592,212.0,81.1,43.0,clean,76.2,CAUTION,-2.1,0,Deep Decline,2.66,14.13,7.96,,equity,Equity,30.0,False,False,82.7
CCNR,39.28,39.11,0.43,OPTIMAL,95,1.48,0.9,39.39,-0.27,,,,0.042,-11.9,76.3,78.0,clean,75.3,CAUTION,-3.7,3,Parabolic,0.95,0.8,23.13,XLB,commodity,Commodity,9.0,False,False,82.5
MAMA,15.97,15.96,0.07,OPTIMAL,95,1.48,0.9,16.42,-2.73,,,,0.24,99.3,89.1,12.0,clean,60.0,CAUTION,-10.5,3,Parabolic,1.33,4.38,11.52,XLP,equity,Equity,37.0,False,False,82.4
MTZ,301.22,276.62,8.89,OPTIMAL,90,1.5,1.11,299.09,0.71,,,,0.791,182.4,72.8,97.0,clean,84.6,HEALTHY,-2.9,3,Parabolic,2.0,15.24,36.68,XLI,index,Index,3.0,False,False,82.4
RTX,203.61,202.04,0.78,OPTIMAL,95,1.48,0.9,206.98,-1.63,,,,0.346,53.1,74.2,87.0,clean,77.0,CAUTION,-5.1,2,Sustained Uptrend,-0.12,4.31,18.43,XLI,equity,Equity,11.0,False,False,82.3
XLU,46.62,45.68,2.04,OPTIMAL,95,1.48,0.9,46.93,-0.67,,,,0.273,34.6,70.3,113.0,clean,81.6,HEALTHY,-2.5,2,Sustained Uptrend,-0.61,5.46,9.04,XLU,equity,Equity,2.0,False,False,82.3
VPU,201.06,197.63,1.74,OPTIMAL,95,1.48,0.9,202.51,-0.71,,,,0.218,28.7,69.6,116.0,clean,81.7,HEALTHY,-2.4,2,Sustained Uptrend,-0.7,4.92,8.31,XLU,equity,Equity,2.0,False,False,82.1
IYZ,38.98,38.66,0.84,OPTIMAL,95,1.48,0.9,39.56,-1.46,,,,0.305,34.7,72.4,102.0,clean,78.1,CAUTION,-4.0,2,Sustained Uptrend,-2.05,0.27,16.58,XLI,equity,Equity,18.0,False,False,82.0
NSKFF,42.0,39.36,6.72,OPTIMAL,90,1.5,1.11,41.31,1.68,,,,0.342,75.1,77.6,70.0,clean,77.2,CAUTION,-5.0,3,Parabolic,0.05,7.31,68.88,,equity,Equity,11.0,False,False,81.8
APD,292.24,280.16,4.31,OPTIMAL,95,1.48,0.9,276.73,5.6,,,,0.214,-40.4,62.6,168.0,clean,88.6,HEALTHY,-1.4,2,Sustained Uptrend,5.75,0.5,26.64,XLE,sector,Sector,34.0,False,False,81.7
CLMT,29.05,27.48,5.7,OPTIMAL,90,1.5,1.11,28.86,0.66,,,,0.21,85.5,92.0,8.0,clean,60.0,CAUTION,-7.5,3,Parabolic,-4.09,15.42,46.72,,bond,Bond,20.0,False,False,81.7
CTVA,79.78,76.23,4.66,OPTIMAL,95,1.48,0.9,78.4,1.77,,,,0.45,62.0,62.4,169.0,clean,88.4,HEALTHY,-1.4,2,Sustained Uptrend,4.17,7.49,21.17,XLB,sector,Sector,34.0,False,False,81.6
EPD,36.78,36.02,2.11,OPTIMAL,95,1.48,0.9,37.02,-0.64,,,,0.412,44.8,69.4,118.0,clean,80.3,HEALTHY,-3.8,2,Sustained Uptrend,-1.35,4.53,13.78,IAU,index,Index,10.0,False,False,81.6
HAL,35.19,34.62,1.64,OPTIMAL,95,1.48,0.9,35.05,0.4,,,,0.126,28.4,66.4,142.0,clean,83.8,HEALTHY,-5.0,3,Parabolic,3.0,3.42,23.11,XLE,commodity,Commodity,9.0,False,False,81.6
LIN,492.3,480.97,2.36,OPTIMAL,95,1.48,0.9,491.53,0.16,,,,0.065,25.2,68.3,129.0,clean,81.4,HEALTHY,-3.6,2,Sustained Uptrend,0.46,6.9,26.11,XLB,sector,Sector,34.0,False,False,81.6
GLD,467.87,464.76,0.67,OPTIMAL,95,1.48,0.12,474.78,-1.46,,,,0.273,46.3,83.3,29.0,clean,63.5,CAUTION,-8.2,3,Parabolic,0.37,1.18,20.77,IAU,miner,Miner,5.0,False,False,81.5
THC,229.64,223.75,2.63,OPTIMAL,95,1.48,0.9,238.28,-3.62,,,,0.285,46.1,67.8,132.0,clean,81.6,HEALTHY,-7.1,2,Sustained Uptrend,-4.87,18.96,13.68,,index,Index,3.0,False,False,81.5
BKGI,44.47,44.43,0.09,OPTIMAL,95,1.48,0.9,44.99,-1.16,,,,0.01,-5.4,78.5,62.0,clean,68.5,CAUTION,-4.3,2,Sustained Uptrend,-0.64,1.61,11.13,VXUS,index,Index,1.0,False,False,81.3
CVX,198.1,184.01,7.66,OPTIMAL,90,1.5,1.11,189.66,4.45,,,,0.722,75.3,68.4,126.0,clean,86.3,HEALTHY,-0.4,3,Parabolic,4.32,8.69,33.41,XLE,commodity,Commodity,9.0,False,False,81.3
HDGE,17.86,16.98,5.19,OPTIMAL,90,1.5,1.11,17.43,2.44,,,,0.793,74.6,72.5,101.0,clean,81.4,HEALTHY,-0.3,1,Basing,3.84,8.97,7.2,,equity,Equity,24.0,False,False,81.3
PL,25.58,24.0,6.58,OPTIMAL,90,1.5,1.11,25.39,0.74,,,,0.666,203.7,84.7,25.0,clean,67.1,CAUTION,-17.2,3,Parabolic,4.03,12.24,99.22,XLI,equity,Equity,11.0,False,False,81.3
SGOL,48.52,48.19,0.68,OPTIMAL,95,1.48,0.12,49.23,-1.45,,,,0.278,46.7,83.3,29.0,clean,62.9,CAUTION,-8.2,3,Parabolic,0.36,1.22,20.83,IAU,miner,Miner,5.0,False,False,81.3
DBA,26.75,26.03,2.76,OPTIMAL,95,1.48,0.9,26.39,1.35,,,,0.814,46.3,67.8,132.0,clean,80.8,HEALTHY,-0.5,1,Basing,1.27,3.94,1.31,DBA,commodity,Commodity,21.0,False,False,81.2
EW,84.34,81.64,3.31,OPTIMAL,95,1.48,0.9,84.91,-0.68,,,,0.621,133.5,73.5,92.0,clean,74.2,CAUTION,-3.5,1,Basing,0.54,9.46,1.27,SPY,equity,Equity,7.0,False,False,81.2
SOYB,24.83,23.51,5.61,OPTIMAL,90,1.5,1.11,24.19,2.66,,,,0.858,70.7,73.6,91.0,clean,79.8,CAUTION,-0.8,1,Basing,3.46,6.98,9.24,DBA,commodity,Commodity,21.0,False,False,81.2
COST,1003.0,992.19,1.09,OPTIMAL,95,1.48,0.9,1000.66,0.23,,,,0.011,4.5,60.9,178.0,clean,88.6,HEALTHY,-2.5,2,Sustained Uptrend,2.08,3.27,12.89,XLP,equity,Equity,2.0,False,False,81.1
IAU,95.8,95.19,0.64,OPTIMAL,95,1.48,0.12,97.25,-1.49,,,,0.275,46.3,83.1,31.0,clean,62.4,CAUTION,-8.2,3,Parabolic,0.29,1.15,20.75,IAU,miner,Miner,5.0,False,False,81.1
ET,18.72,18.51,1.14,OPTIMAL,95,1.48,0.9,18.73,-0.07,,,,0.021,7.1,66.2,144.0,clean,81.8,HEALTHY,-3.0,2,Sustained Uptrend,0.27,3.37,12.3,XLE,commodity,Commodity,9.0,False,False,81.0
FANG,179.0,171.12,4.61,OPTIMAL,95,1.48,0.9,177.95,0.59,,,,0.615,93.3,64.4,158.0,clean,84.2,HEALTHY,-4.1,2,Sustained Uptrend,-0.02,8.56,13.17,XLE,commodity,Commodity,9.0,False,False,81.0
PHYS,38.69,38.33,0.94,OPTIMAL,95,1.48,0.12,39.35,-1.68,,,,0.328,60.8,82.7,34.0,clean,62.8,CAUTION,-8.0,3,Parabolic,0.21,1.52,20.38,IAU,miner,Miner,5.0,False,False,81.0
CENX,58.66,51.79,13.28,GOOD,60,1.52,-0.9,54.16,8.32,,,,0.555,158.5,95.9,3.0,clean,87.8,HEALTHY,-0.8,3,Parabolic,8.84,12.9,93.49,XLK,commodity,Commodity,45.0,False,False,80.9
MO,67.56,66.75,1.2,OPTIMAL,95,1.48,0.9,67.63,-0.11,,,,0.002,3.2,71.3,107.0,clean,75.5,CAUTION,-4.2,2,Sustained Uptrend,0.86,4.9,16.11,XLP,equity,Equity,2.0,False,False,80.9
FIX,1383.88,1333.36,3.79,OPTIMAL,95,1.48,0.9,1386.0,-0.15,,,,0.045,34.1,63.3,165.0,clean,84.7,HEALTHY,-7.7,3,Parabolic,2.65,9.0,40.69,XLK,index,Index,3.0,False,False,80.8
SEI,53.83,51.78,3.96,OPTIMAL,95,1.48,0.9,50.78,6.01,,,,0.011,-20.6,63.4,164.0,clean,84.4,HEALTHY,-12.3,2,Sustained Uptrend,6.7,1.68,0.26,XLK,commodity,Commodity,9.0,False,False,80.8
VAL,92.47,84.82,9.03,OPTIMAL,90,1.5,1.11,91.94,0.58,,,,0.0,2.6,69.2,119.0,clean,83.4,HEALTHY,-9.5,3,Parabolic,2.08,15.87,56.82,VXUS,equity,Equity,,False,False,80.7
DVA,154.68,146.19,5.8,OPTIMAL,90,1.5,1.11,153.16,0.99,,,,0.484,53.6,68.2,130.0,clean,83.4,HEALTHY,-3.0,3,Parabolic,3.16,11.05,32.57,,equity,Equity,7.0,False,False,80.4
CB,329.77,329.25,0.16,OPTIMAL,95,1.48,0.9,331.87,-0.63,,,,0.015,-8.0,69.5,117.0,clean,75.8,CAUTION,-4.6,2,Sustained Uptrend,-0.81,1.08,9.48,,equity,Equity,19.0,False,False,80.3
NXT,115.5,114.19,1.15,OPTIMAL,95,1.48,0.9,107.28,7.67,,,,0.292,-145.7,62.4,169.0,clean,83.9,HEALTHY,-12.2,2,Sustained Uptrend,11.69,-2.07,30.39,XLK,sector,Sector,32.0,False,False,80.3
EBAY,90.75,87.55,3.66,OPTIMAL,95,1.48,0.9,91.07,-0.36,,,,0.833,190.4,64.0,160.0,clean,81.8,HEALTHY,-7.4,2,Sustained Uptrend,-2.46,3.74,8.18,XLC,index,Index,1.0,False,False,80.2
UFO,45.13,44.64,1.09,OPTIMAL,95,1.48,0.9,45.3,-0.38,,,,0.477,56.2,71.4,106.0,clean,73.2,CAUTION,-7.2,3,Parabolic,0.51,1.32,24.29,XLI,equity,Equity,11.0,False,False,80.2
TFPM,37.71,37.21,1.35,OPTIMAL,95,1.48,0.12,39.13,-3.64,,,,0.316,107.2,72.9,96.0,clean,71.2,CAUTION,-9.6,3,Parabolic,-1.31,3.68,12.74,IAU,miner,Miner,5.0,False,False,80.1
STIP,103.33,103.08,0.24,OPTIMAL,95,1.48,0.9,103.33,-0.01,,,,0.814,7.1,65.7,149.0,clean,78.8,CAUTION,-0.3,1,Basing,0.06,0.34,0.8,LQD,bond,Bond,4.0,False,False,79.9
ES,73.51,71.66,2.57,OPTIMAL,95,1.48,0.9,74.08,-0.76,,,,0.463,59.3,70.5,112.0,clean,73.0,CAUTION,-3.8,2,Sustained Uptrend,-0.49,6.08,8.37,XLU,equity,Equity,2.0,False,False,79.8
GHRS,15.62,15.47,0.97,OPTIMAL,95,1.48,0.9,15.57,0.3,,,,0.052,25.2,80.5,49.0,clean,61.3,CAUTION,-17.8,2,Sustained Uptrend,2.97,1.89,9.15,,equity,Equity,7.0,False,False,79.8
NORW,36.05,34.77,3.69,OPTIMAL,95,1.48,0.9,35.78,0.75,,,,0.671,51.8,62.4,169.0,clean,82.4,HEALTHY,-2.0,3,Parabolic,1.69,4.49,22.62,VXUS,index,Index,1.0,False,False,79.8
TBN,29.97,29.82,0.49,OPTIMAL,95,1.48,0.9,30.94,-3.14,,,,0.364,95.6,65.4,150.0,clean,77.6,CAUTION,-8.8,3,Parabolic,-3.32,4.13,18.79,XLE,equity,Equity,7.0,False,False,79.4
BE,161.29,154.51,4.39,OPTIMAL,95,1.48,0.9,156.04,3.36,,,,0.056,63.8,67.4,136.0,clean,74.7,CAUTION,-10.8,3,Parabolic,0.84,8.5,47.38,XLK,sector,Sector,32.0,False,False,79.2
XEL,80.83,80.29,0.68,OPTIMAL,95,1.48,0.9,82.41,-1.91,,,,0.192,36.2,78.4,65.0,clean,61.7,CAUTION,-4.0,1,Basing,-1.88,4.3,6.75,XLU,equity,Equity,2.0,False,False,79.2
INR,17.68,16.82,5.11,OPTIMAL,90,1.5,1.11,17.62,0.36,,,,0.598,153.1,65.3,152.0,clean,82.5,HEALTHY,-7.0,3,Parabolic,-0.51,4.68,18.18,XLE,commodity,Commodity,9.0,False,False,79.1
KR,75.02,68.75,9.13,OPTIMAL,90,1.5,1.11,71.25,5.3,,,,0.358,83.2,60.2,182.0,clean,88.6,HEALTHY,-2.0,2,Sustained Uptrend,4.75,10.34,19.27,XLP,equity,Equity,2.0,False,False,79.1
PRE,20.8,18.73,11.04,GOOD,75,1.52,1.24,17.81,16.8,EXIT WATCH,1.59,0.49,0.062,-133.7,90.0,11.0,clean,71.1,CAUTION,-9.0,3,Parabolic,38.02,-2.94,48.15,,equity,Equity,7.0,False,False,79.1
RSG,227.5,223.34,1.86,OPTIMAL,95,1.48,0.9,229.09,-0.69,,,,0.359,51.0,58.5,189.0,clean,84.5,HEALTHY,-2.5,2,Sustained Uptrend,-1.8,1.99,8.69,XLE,equity,Equity,2.0,False,False,79.1
CME,311.11,301.41,3.22,OPTIMAL,95,1.48,0.9,311.25,-0.04,,,,0.508,73.4,72.1,103.0,clean,68.4,CAUTION,-5.5,2,Sustained Uptrend,-1.8,1.42,15.18,,equity,Equity,19.0,False,False,79.0
SBUX,100.31,96.88,3.54,OPTIMAL,95,1.48,0.9,98.86,1.47,,,,0.59,64.0,57.9,191.0,clean,85.0,HEALTHY,-4.3,2,Sustained Uptrend,1.64,2.85,21.91,XLY,equity,Equity,37.0,False,False,79.0
