ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
BG,125.83,119.01,5.73,OPTIMAL,90,1.5,1.11,118.99,5.75,,,,0.088,-29.8,88.3,15.0,clean,82.2,HEALTHY,-1.0,3,Parabolic,11.16,6.3,37.59,XLB,sector,Sector,34.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -3.29, 'median_ttg': 1.0, 'prob_good': 44.2, 'prob_bad': 36.5}",87.1
AA,65.94,61.03,8.05,OPTIMAL,90,1.5,1.11,62.56,5.39,,,,0.233,73.0,81.7,37.0,clean,89.8,HEALTHY,-3.6,3,Parabolic,9.21,6.77,51.69,XLK,commodity,Commodity,45.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",87.0
TTE,81.41,77.28,5.34,OPTIMAL,90,1.5,1.11,79.56,2.33,,,,0.496,59.5,84.6,23.0,clean,86.4,HEALTHY,-1.0,3,Parabolic,5.69,9.08,24.21,XLE,index,Index,1.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -5.5, 'median_ttg': 3.0, 'prob_good': 19.5, 'prob_bad': 61.9}",87.0
TYRA,36.0,32.22,11.73,GOOD,75,1.52,1.24,34.47,4.43,,,,0.79,276.4,95.0,4.0,clean,91.3,HEALTHY,-1.6,3,Parabolic,4.23,14.65,62.75,,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -7.32, 'median_ttg': 3.0, 'prob_good': 5.9, 'prob_bad': 70.6}",86.9
MNMD,17.98,17.4,3.35,OPTIMAL,95,1.48,0.9,17.93,0.28,,,,0.632,134.3,82.1,36.0,clean,81.3,HEALTHY,-8.4,3,Parabolic,2.45,3.51,43.84,,commodity,Commodity,35.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",86.4
BP,42.16,38.61,9.19,OPTIMAL,90,1.5,1.11,40.01,5.38,,,,0.808,131.1,77.8,60.0,clean,91.8,HEALTHY,-0.8,2,Sustained Uptrend,7.28,14.04,18.59,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",86.3
CTRA,31.98,30.53,4.76,OPTIMAL,95,1.48,0.9,30.89,3.54,,,,0.001,-1.8,74.2,83.0,clean,88.9,HEALTHY,-2.1,2,Sustained Uptrend,2.66,4.65,19.06,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",85.9
DUK,131.82,126.78,3.98,OPTIMAL,95,1.48,0.9,131.25,0.43,,,,0.746,69.7,73.2,91.0,clean,89.6,HEALTHY,-1.0,2,Sustained Uptrend,0.16,6.66,14.39,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",85.8
MAZE,51.84,46.45,11.59,GOOD,75,1.52,1.24,47.04,10.21,ELEVATED,1.51,0.6,0.154,71.5,93.2,5.0,overextended,89.8,HEALTHY,-1.4,3,Parabolic,14.44,7.17,27.18,,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -7.32, 'median_ttg': 3.0, 'prob_good': 5.9, 'prob_bad': 70.6}",85.8
EQIX,971.47,912.12,6.51,OPTIMAL,90,1.5,1.11,961.75,1.01,,,,0.356,68.3,72.9,94.0,clean,95.2,HEALTHY,-2.2,2,Sustained Uptrend,1.94,13.39,31.16,XLU,sector,Sector,14.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -6.06, 'median_ttg': 10.0, 'prob_good': 17.6, 'prob_bad': 64.7}",85.6
HCA,532.58,525.11,1.42,OPTIMAL,95,1.48,0.9,536.87,-0.8,,,,0.062,10.0,73.2,91.0,clean,88.8,HEALTHY,-4.3,2,Sustained Uptrend,-0.35,6.11,9.02,,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",85.5
WELL,206.2,203.2,1.48,OPTIMAL,95,1.48,0.9,206.84,-0.31,,,,0.244,-20.5,81.4,40.0,clean,78.8,CAUTION,-4.7,2,Sustained Uptrend,0.56,2.67,5.31,XLRE,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",85.4
AEP,132.22,127.69,3.55,OPTIMAL,95,1.48,0.9,132.41,-0.14,,,,0.477,60.6,74.3,82.0,clean,86.8,HEALTHY,-1.8,2,Sustained Uptrend,0.14,9.07,13.91,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",85.3
EVRG,81.74,80.2,1.92,OPTIMAL,95,1.48,0.9,82.56,-0.99,,,,0.372,45.1,83.2,29.0,clean,76.6,CAUTION,-4.1,2,Sustained Uptrend,-1.4,3.8,11.21,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",85.3
EXC,49.48,46.96,5.36,OPTIMAL,90,1.5,1.11,49.1,0.77,,,,0.637,86.3,74.1,84.0,clean,92.7,HEALTHY,-0.8,2,Sustained Uptrend,1.46,10.84,13.07,XLU,equity,Equity,2.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.04, 'median_ttg': 2.0, 'prob_good': 23.6, 'prob_bad': 61.3}",85.2
CTRE,40.09,39.5,1.5,OPTIMAL,95,1.48,0.9,39.98,0.26,,,,0.04,-11.0,75.2,77.0,clean,84.5,HEALTHY,-3.9,2,Sustained Uptrend,1.83,3.48,6.94,,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",84.9
FNV,263.5,255.82,3.0,OPTIMAL,95,1.48,0.12,264.89,-0.52,,,,0.15,63.8,82.3,35.0,clean,75.8,CAUTION,-7.8,3,Parabolic,3.19,3.33,29.85,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",84.8
GNR,73.65,72.58,1.47,OPTIMAL,95,1.48,0.9,73.57,0.11,,,,0.001,1.7,80.2,46.0,clean,78.3,CAUTION,-3.3,3,Parabolic,1.74,1.99,20.62,XLB,sector,Sector,34.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.51, 'median_ttg': 1.0, 'prob_good': 23.4, 'prob_bad': 54.9}",84.8
TRV,302.01,299.85,0.72,OPTIMAL,95,1.48,0.9,305.45,-1.13,,,,0.284,33.8,79.0,53.0,clean,79.6,CAUTION,-3.5,2,Sustained Uptrend,-1.51,1.14,8.19,,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",84.8
NEE,91.75,91.13,0.68,OPTIMAL,95,1.48,0.9,92.08,-0.36,,,,0.0,-0.2,83.2,29.0,clean,73.9,CAUTION,-4.3,2,Sustained Uptrend,0.68,1.01,15.21,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.5
DVN,46.19,43.7,5.71,OPTIMAL,90,1.5,1.11,44.5,3.79,,,,0.048,17.3,76.4,68.0,clean,87.2,HEALTHY,-0.5,3,Parabolic,3.75,6.23,23.5,XLE,index,Index,10.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -5.5, 'median_ttg': 3.0, 'prob_good': 19.5, 'prob_bad': 61.9}",84.4
EZPW,25.98,25.0,3.91,OPTIMAL,95,1.48,0.9,26.25,-1.02,,,,0.5,91.3,73.1,93.0,clean,85.1,HEALTHY,-4.8,3,Parabolic,3.3,5.01,27.04,XLI,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.4
COP,120.25,111.09,8.24,OPTIMAL,90,1.5,1.11,116.82,2.93,,,,0.713,110.9,77.9,58.0,clean,85.0,HEALTHY,-1.8,3,Parabolic,2.94,11.86,28.71,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",84.3
VZ,50.63,48.87,3.61,OPTIMAL,95,1.48,0.9,50.7,-0.13,,,,0.671,62.7,73.8,87.0,clean,83.9,HEALTHY,-1.5,3,Parabolic,-1.07,6.84,26.13,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.2
XOM,153.53,149.0,3.04,OPTIMAL,95,1.48,0.9,151.4,1.41,,,,0.052,13.4,77.9,58.0,clean,78.7,CAUTION,-3.8,3,Parabolic,1.84,1.28,29.84,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",84.1
DBB,24.54,23.95,2.46,OPTIMAL,95,1.48,0.9,24.24,1.25,,,,0.574,47.9,81.6,39.0,clean,73.2,CAUTION,-5.7,2,Sustained Uptrend,2.68,2.81,11.24,IAU,commodity,Commodity,45.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",83.8
FPLSF,21.37,20.61,3.68,OPTIMAL,95,1.48,0.9,21.53,-0.76,,,,0.303,101.1,77.1,62.0,clean,77.4,CAUTION,-7.2,3,Parabolic,2.25,6.42,55.64,XLF,index,Index,28.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",83.5
KDEF,59.21,58.64,0.98,OPTIMAL,95,1.48,0.9,61.3,-3.42,,,,0.477,129.0,87.5,17.0,stalling,64.8,CAUTION,-12.2,3,Parabolic,1.65,7.58,34.11,XLI,index,Index,28.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",83.3
JNJ,242.04,240.96,0.45,OPTIMAL,95,1.48,0.9,244.04,-0.82,,,,0.004,2.6,82.6,32.0,clean,70.2,CAUTION,-3.8,3,Parabolic,1.01,1.55,21.04,XLP,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",83.2
ULS,83.73,77.03,8.7,OPTIMAL,90,1.5,1.11,82.41,1.6,,,,0.592,212.2,82.4,33.0,clean,76.3,CAUTION,-2.0,0,Deep Decline,2.71,14.18,8.01,,equity,Equity,30.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",83.2
CLMT,28.74,27.47,4.62,OPTIMAL,95,1.48,0.9,28.83,-0.31,,,,0.194,82.0,91.1,8.0,clean,60.0,CAUTION,-8.5,3,Parabolic,-5.12,14.18,45.15,,bond,Bond,20.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",83.1
SO,97.84,93.68,4.44,OPTIMAL,95,1.48,0.9,97.13,0.73,,,,0.702,83.7,63.0,152.0,clean,92.8,HEALTHY,-0.9,2,Sustained Uptrend,0.66,7.85,14.45,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",83.1
EOG,133.04,121.72,9.3,OPTIMAL,90,1.5,1.11,129.61,2.65,,,,0.872,145.8,73.9,85.0,clean,85.1,HEALTHY,-2.3,2,Sustained Uptrend,1.53,18.05,21.62,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",82.9
FAN,23.63,23.45,0.77,OPTIMAL,95,1.48,0.9,23.85,-0.93,,,,0.171,29.7,76.0,71.0,clean,75.7,CAUTION,-3.9,2,Sustained Uptrend,-0.46,2.61,18.74,VGK,index,Index,1.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",82.6
SHEL,88.36,80.38,9.93,OPTIMAL,90,1.5,1.11,84.69,4.34,,,,0.898,147.1,67.1,128.0,clean,92.0,HEALTHY,-0.7,2,Sustained Uptrend,6.53,13.43,21.79,XLE,index,Index,1.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -5.5, 'median_ttg': 3.0, 'prob_good': 19.5, 'prob_bad': 61.9}",82.6
ROIV,28.55,26.96,5.9,OPTIMAL,90,1.5,1.11,29.03,-1.64,,,,0.776,133.3,76.0,71.0,clean,81.2,HEALTHY,-5.9,3,Parabolic,-3.94,4.39,39.75,XLK,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -6.4, 'median_ttg': 2.0, 'prob_good': 15.5, 'prob_bad': 67.2}",82.5
EW,84.62,81.65,3.64,OPTIMAL,95,1.48,0.9,84.94,-0.38,,,,0.628,134.5,75.8,74.0,clean,75.0,CAUTION,-3.2,1,Basing,0.87,9.82,1.61,SPY,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",82.3
RTX,203.04,202.02,0.5,OPTIMAL,95,1.48,0.9,206.93,-1.88,,,,0.334,52.2,74.8,79.0,clean,75.8,CAUTION,-5.3,2,Sustained Uptrend,-0.4,4.02,18.09,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",82.2
XLU,46.5,45.68,1.8,OPTIMAL,95,1.48,0.9,46.92,-0.89,,,,0.26,33.8,70.8,104.0,clean,80.1,HEALTHY,-2.7,2,Sustained Uptrend,-0.85,5.2,8.77,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",82.1
CCNR,39.11,39.11,0.01,OPTIMAL,95,1.48,0.9,39.37,-0.66,,,,0.051,-13.3,76.5,66.0,clean,73.4,CAUTION,-4.1,3,Parabolic,0.51,0.36,22.6,XLB,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",82.0
VPU,200.63,197.62,1.52,OPTIMAL,95,1.48,0.9,202.47,-0.91,,,,0.207,28.0,70.2,111.0,clean,80.3,HEALTHY,-2.6,2,Sustained Uptrend,-0.91,4.7,8.07,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",81.9
CTVA,79.75,76.23,4.62,OPTIMAL,95,1.48,0.9,78.39,1.73,,,,0.449,61.9,63.1,151.0,clean,88.2,HEALTHY,-1.4,2,Sustained Uptrend,4.13,7.45,21.13,XLB,sector,Sector,34.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.51, 'median_ttg': 1.0, 'prob_good': 23.4, 'prob_bad': 54.9}",81.8
HDGE,17.95,16.98,5.7,OPTIMAL,90,1.5,1.11,17.44,2.91,,,,0.788,76.2,73.9,85.0,clean,81.3,HEALTHY,0.0,1,Basing,4.36,9.52,7.74,,equity,Equity,24.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",81.8
MO,67.72,66.76,1.44,OPTIMAL,95,1.48,0.9,67.65,0.11,,,,0.003,4.0,72.7,95.0,clean,77.0,CAUTION,-4.0,2,Sustained Uptrend,1.1,5.16,16.4,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",81.8
NYT,78.06,75.57,3.3,OPTIMAL,95,1.48,0.9,80.11,-2.55,,,,0.668,136.5,78.6,54.0,stalling,70.2,CAUTION,-5.7,3,Parabolic,-4.75,10.38,19.27,XLC,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",81.8
DBA,26.75,26.03,2.78,OPTIMAL,95,1.48,0.9,26.39,1.37,,,,0.814,46.4,69.0,118.0,clean,80.8,HEALTHY,-0.5,1,Basing,1.29,3.96,1.33,DBA,commodity,Commodity,21.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",81.6
NSKFF,42.0,39.63,5.98,OPTIMAL,90,1.5,1.11,41.36,1.54,,,,0.299,67.3,78.2,57.0,clean,75.8,CAUTION,-5.0,3,Parabolic,0.07,7.31,68.88,,equity,Equity,11.0,False,False,"{'grade': 'OK', 'median_mae': -6.58, 'median_ttg': 2.0, 'prob_good': 33.3, 'prob_bad': 55.6}",81.6
COST,1003.26,992.2,1.12,OPTIMAL,95,1.48,0.9,1000.69,0.26,,,,0.011,4.6,61.9,160.0,clean,88.7,HEALTHY,-2.5,2,Sustained Uptrend,2.11,3.3,12.92,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",81.5
CVX,196.97,183.97,7.07,OPTIMAL,90,1.5,1.11,189.55,3.92,,,,0.738,73.4,68.6,122.0,clean,86.6,HEALTHY,-1.0,3,Parabolic,3.72,8.07,32.65,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",81.5
SOYB,24.84,23.51,5.65,OPTIMAL,90,1.5,1.11,24.19,2.7,,,,0.857,70.8,74.6,81.0,clean,79.8,CAUTION,-0.8,1,Basing,3.5,7.02,9.28,DBA,commodity,Commodity,21.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",81.5
NXT,115.9,114.21,1.48,OPTIMAL,95,1.48,0.9,107.32,8.0,,,,0.287,-144.5,65.1,139.0,clean,84.4,HEALTHY,-11.9,2,Sustained Uptrend,12.08,-1.73,30.84,XLK,sector,Sector,32.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",81.4
VAL,92.8,84.83,9.4,OPTIMAL,90,1.5,1.11,91.97,0.9,,,,0.001,3.7,70.7,106.0,clean,83.9,HEALTHY,-9.2,3,Parabolic,2.44,16.28,57.37,VXUS,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",81.4
GLD,466.88,464.73,0.46,OPTIMAL,95,1.48,0.12,474.68,-1.64,,,,0.264,45.6,83.3,28.0,clean,63.0,CAUTION,-8.4,3,Parabolic,0.16,0.97,20.52,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",81.3
LIN,490.41,480.91,1.98,OPTIMAL,95,1.48,0.9,491.34,-0.19,,,,0.059,23.9,68.7,121.0,clean,79.9,CAUTION,-4.0,2,Sustained Uptrend,0.07,6.49,25.62,XLB,sector,Sector,34.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.51, 'median_ttg': 1.0, 'prob_good': 23.4, 'prob_bad': 54.9}",81.3
OKE,84.93,83.86,1.27,OPTIMAL,95,1.48,0.9,85.23,-0.35,,,,0.006,-5.6,69.0,118.0,clean,79.6,CAUTION,-4.6,3,Parabolic,-0.78,1.76,13.3,XLE,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",81.3
PHYS,38.63,38.33,0.79,OPTIMAL,95,1.48,0.12,39.34,-1.82,,,,0.323,60.3,83.2,29.0,clean,62.8,CAUTION,-8.2,3,Parabolic,0.05,1.36,20.19,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",81.2
LHX,357.88,353.05,1.37,OPTIMAL,95,1.48,0.9,365.52,-2.09,,,,0.558,92.3,76.6,65.0,clean,70.0,CAUTION,-5.6,3,Parabolic,-0.62,3.71,29.03,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",81.1
SGOL,48.43,48.18,0.51,OPTIMAL,95,1.48,0.12,49.22,-1.6,,,,0.271,46.2,83.7,26.0,clean,62.0,CAUTION,-8.3,3,Parabolic,0.19,1.04,20.62,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",81.1
DVA,153.06,146.14,4.74,OPTIMAL,95,1.48,0.9,153.0,0.04,,,,0.447,50.2,66.9,131.0,clean,81.1,HEALTHY,-4.0,3,Parabolic,2.08,9.89,31.19,XLP,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",81.0
IAU,95.65,95.19,0.49,OPTIMAL,95,1.48,0.12,97.23,-1.63,,,,0.268,45.8,83.5,27.0,clean,61.9,CAUTION,-8.4,3,Parabolic,0.14,0.99,20.56,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",81.0
EPD,36.59,36.02,1.59,OPTIMAL,95,1.48,0.9,37.0,-1.12,,,,0.383,43.1,69.0,118.0,clean,78.2,CAUTION,-4.3,2,Sustained Uptrend,-1.88,3.98,13.18,IAU,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",80.9
