ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
SHLD,75.94,74.66,1.71,OPTIMAL,95,1.48,0.9,76.59,-0.85,,,,0.566,74.2,78.6,40.0,clean,88.8,HEALTHY,-3.2,2,Sustained Uptrend,-1.68,6.37,17.7,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",87.4
XLE,57.88,54.91,5.41,OPTIMAL,90,1.5,1.11,56.71,2.06,,,,0.812,75.3,84.4,14.0,clean,87.9,HEALTHY,-0.6,3,Parabolic,2.32,5.27,25.34,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",87.4
MAZE,50.95,46.71,9.08,OPTIMAL,90,1.5,1.11,47.58,7.09,,,,0.294,108.1,83.2,18.0,clean,88.8,HEALTHY,-3.6,3,Parabolic,13.65,7.9,31.96,,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -6.4, 'median_ttg': 2.0, 'prob_good': 15.5, 'prob_bad': 67.2}",87.3
VDE,163.19,154.72,5.48,OPTIMAL,90,1.5,1.11,160.08,1.94,,,,0.838,80.9,84.2,15.0,clean,87.9,HEALTHY,-0.5,3,Parabolic,2.24,5.49,25.28,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",87.3
AEP,134.36,128.22,4.79,OPTIMAL,95,1.48,0.9,132.47,1.43,,,,0.486,45.2,74.5,67.0,clean,92.7,HEALTHY,-0.2,2,Sustained Uptrend,1.89,9.91,17.69,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",87.1
WELL,209.02,203.93,2.5,OPTIMAL,95,1.48,0.9,207.03,0.96,,,,0.225,-19.8,81.2,27.0,clean,84.5,HEALTHY,-3.4,2,Sustained Uptrend,2.32,0.55,9.39,XLRE,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",87.0
MNMD,17.77,17.43,1.96,OPTIMAL,95,1.48,0.9,17.96,-1.07,,,,0.666,138.4,85.5,11.0,stalling,79.1,CAUTION,-9.4,3,Parabolic,0.62,2.42,43.54,,commodity,Commodity,35.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",86.9
ROIV,28.46,27.2,4.65,OPTIMAL,95,1.48,0.9,28.98,-1.79,,,,0.672,117.9,83.5,17.0,clean,80.9,HEALTHY,-6.2,3,Parabolic,-1.11,6.19,40.61,XLK,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",86.7
DVN,46.23,43.9,5.29,OPTIMAL,90,1.5,1.11,44.77,3.24,,,,0.19,38.1,83.0,19.0,clean,87.0,HEALTHY,-0.4,3,Parabolic,3.92,2.81,20.35,XLE,index,Index,10.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -5.5, 'median_ttg': 3.0, 'prob_good': 19.5, 'prob_bad': 61.9}",86.6
CLMT,28.55,27.68,3.11,OPTIMAL,95,1.48,0.9,28.99,-1.52,,,,0.07,41.4,88.4,5.0,clean,73.8,CAUTION,-9.1,3,Parabolic,-6.1,11.11,43.01,,bond,Bond,20.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",86.3
RAAX,41.03,40.4,1.56,OPTIMAL,95,1.48,0.12,41.26,-0.57,,,,0.578,50.2,77.6,42.0,clean,85.5,HEALTHY,-2.6,2,Sustained Uptrend,-0.65,1.36,15.19,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",86.1
TYRA,35.77,32.39,10.44,GOOD,75,1.52,1.24,34.72,3.04,,,,0.788,275.2,92.9,4.0,clean,91.1,HEALTHY,-3.2,3,Parabolic,2.1,19.25,60.5,,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -7.32, 'median_ttg': 3.0, 'prob_good': 5.9, 'prob_bad': 70.6}",86.1
NXT,119.53,114.29,4.58,OPTIMAL,95,1.48,0.9,108.76,9.9,,,,0.142,-101.7,75.7,58.0,clean,87.5,HEALTHY,-9.2,2,Sustained Uptrend,17.84,-0.31,33.72,XLK,sector,Sector,32.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",86.0
XOM,156.77,149.56,4.82,OPTIMAL,95,1.48,0.9,151.83,3.25,,,,0.316,36.5,77.3,47.0,clean,85.6,HEALTHY,-1.8,3,Parabolic,3.68,0.78,31.14,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",86.0
AA,64.01,61.28,4.46,OPTIMAL,95,1.48,0.9,62.77,1.98,,,,0.368,93.2,76.0,54.0,clean,86.4,HEALTHY,-6.4,3,Parabolic,7.31,1.36,43.39,XLK,commodity,Commodity,45.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",85.8
EZPW,26.05,25.16,3.54,OPTIMAL,95,1.48,0.9,26.2,-0.57,,,,0.449,84.6,76.7,50.0,clean,85.2,HEALTHY,-4.6,3,Parabolic,2.84,4.75,23.81,XLI,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",85.7
VZ,51.41,49.1,4.69,OPTIMAL,95,1.48,0.9,50.82,1.15,,,,0.701,66.4,74.0,72.0,clean,88.6,HEALTHY,-0.5,3,Parabolic,0.56,4.97,28.77,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",85.7
CMS,78.2,75.42,3.68,OPTIMAL,95,1.48,0.9,77.28,1.18,,,,0.369,34.0,70.6,89.0,clean,91.8,HEALTHY,-0.3,2,Sustained Uptrend,1.35,4.94,11.7,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",85.5
FANG,183.2,171.71,6.69,OPTIMAL,90,1.5,1.11,178.77,2.48,,,,0.612,95.6,74.1,71.0,clean,93.4,HEALTHY,-1.9,2,Sustained Uptrend,1.47,8.4,14.3,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",85.5
IYZ,39.18,38.77,1.06,OPTIMAL,95,1.48,0.9,39.49,-0.78,,,,0.246,31.3,79.4,37.0,clean,81.3,HEALTHY,-3.5,2,Sustained Uptrend,0.2,0.64,15.61,XLI,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",85.4
COST,1008.22,994.54,1.38,OPTIMAL,95,1.48,0.9,1000.44,0.78,,,,0.001,1.0,69.3,98.0,clean,91.3,HEALTHY,-2.0,2,Sustained Uptrend,1.01,3.08,15.3,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.9
CENX,55.38,52.1,6.29,OPTIMAL,90,1.5,1.11,54.45,1.72,,,,0.7,176.5,84.1,16.0,clean,78.5,CAUTION,-6.3,3,Parabolic,3.15,3.63,82.84,XLK,commodity,Commodity,45.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",84.5
DUK,133.93,127.24,5.25,OPTIMAL,90,1.5,1.11,131.56,1.8,,,,0.745,68.2,72.9,79.0,clean,91.7,HEALTHY,-0.1,2,Sustained Uptrend,1.08,6.97,17.48,XLU,equity,Equity,2.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.04, 'median_ttg': 2.0, 'prob_good': 23.6, 'prob_bad': 61.3}",84.5
KR,75.51,69.19,9.13,OPTIMAL,90,1.5,1.11,71.97,4.92,,,,0.432,100.8,74.9,62.0,clean,89.1,HEALTHY,-1.4,2,Sustained Uptrend,1.89,9.98,23.3,XLP,equity,Equity,2.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.04, 'median_ttg': 2.0, 'prob_good': 23.6, 'prob_bad': 61.3}",84.4
EVRG,83.06,80.44,3.26,OPTIMAL,95,1.48,0.9,82.57,0.6,,,,0.319,38.1,73.2,76.0,clean,84.3,HEALTHY,-2.5,2,Sustained Uptrend,-0.36,4.73,13.0,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.2
JNJ,243.66,241.57,0.87,OPTIMAL,95,1.48,0.9,243.56,0.04,,,,0.008,-3.5,81.5,24.0,clean,74.8,CAUTION,-3.2,3,Parabolic,1.36,1.16,17.97,XLP,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",84.2
THC,227.55,224.9,1.18,OPTIMAL,95,1.48,0.9,236.6,-3.83,,,,0.025,14.5,77.4,46.0,clean,79.6,CAUTION,-8.0,2,Sustained Uptrend,-3.97,0.53,15.23,,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.2
ULS,83.92,77.5,8.28,OPTIMAL,90,1.5,1.11,82.42,1.82,,,,0.558,200.1,85.1,13.0,clean,76.1,CAUTION,-2.1,0,Deep Decline,3.52,15.67,8.86,,equity,Equity,30.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",84.1
FTI,63.33,62.52,1.28,OPTIMAL,95,1.48,0.9,64.49,-1.81,,,,0.127,44.4,80.3,33.0,clean,75.6,CAUTION,-7.3,3,Parabolic,0.48,2.43,36.89,XLI,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",84.0
GUNR,54.34,53.56,1.46,OPTIMAL,95,1.48,0.9,54.31,0.06,,,,0.211,29.5,76.5,51.0,clean,78.9,CAUTION,-3.1,3,Parabolic,1.42,0.56,19.72,IAU,sector,Sector,34.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.51, 'median_ttg': 1.0, 'prob_good': 23.4, 'prob_bad': 54.9}",83.7
RBKB,16.17,14.91,8.47,OPTIMAL,90,1.5,1.11,15.95,1.4,,,,0.406,58.6,73.3,74.0,clean,88.4,HEALTHY,-2.0,3,Parabolic,1.57,6.87,36.92,,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",83.7
CB,330.01,329.95,0.02,OPTIMAL,95,1.48,0.9,330.76,-0.23,,,,0.039,-13.1,78.2,41.0,clean,76.1,CAUTION,-4.5,2,Sustained Uptrend,0.61,0.29,11.29,,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",83.5
NEE,93.32,91.34,2.17,OPTIMAL,95,1.48,0.9,92.03,1.4,,,,0.001,-1.7,73.7,73.0,clean,81.6,HEALTHY,-2.7,2,Sustained Uptrend,2.53,2.15,14.83,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",83.5
TTE,82.96,77.64,6.85,OPTIMAL,90,1.5,1.11,79.82,3.94,,,,0.576,73.0,74.5,67.0,clean,86.3,HEALTHY,-0.2,3,Parabolic,5.32,6.74,26.31,XLE,index,Index,1.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -5.5, 'median_ttg': 3.0, 'prob_good': 19.5, 'prob_bad': 61.9}",83.5
RTX,205.28,202.19,1.52,OPTIMAL,95,1.48,0.9,207.19,-0.93,,,,0.244,41.1,74.4,69.0,clean,80.5,HEALTHY,-4.3,2,Sustained Uptrend,-2.14,4.46,17.49,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",83.4
SOYB,24.71,23.6,4.72,OPTIMAL,95,1.48,0.9,24.28,1.78,,,,0.866,73.9,80.0,36.0,clean,73.1,CAUTION,-1.3,1,Basing,1.23,6.28,8.47,DBA,commodity,Commodity,21.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",83.2
BG,125.52,119.43,5.1,OPTIMAL,90,1.5,1.11,119.47,5.06,,,,0.015,-13.1,74.8,63.0,clean,84.3,HEALTHY,-1.4,3,Parabolic,7.59,2.86,37.18,XLB,sector,Sector,34.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -3.29, 'median_ttg': 1.0, 'prob_good': 44.2, 'prob_bad': 36.5}",83.0
EPD,37.05,36.15,2.47,OPTIMAL,95,1.48,0.9,37.09,-0.13,,,,0.317,36.1,70.1,91.0,clean,83.6,HEALTHY,-3.1,2,Sustained Uptrend,-1.4,4.5,15.01,XLE,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",82.9
MPLX,58.27,57.26,1.76,OPTIMAL,95,1.48,0.9,58.6,-0.56,,,,0.37,42.5,66.7,111.0,clean,86.7,HEALTHY,-2.6,2,Sustained Uptrend,-0.65,4.61,5.66,XLRE,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",82.6
FPLSF,20.86,20.72,0.64,OPTIMAL,95,1.48,0.9,21.46,-2.83,,,,0.223,85.5,71.3,83.0,clean,80.6,HEALTHY,-9.4,3,Parabolic,0.55,2.53,54.25,XLF,index,Index,28.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",82.4
MO,68.23,66.98,1.87,OPTIMAL,95,1.48,0.9,67.57,0.98,,,,0.003,-3.5,71.2,84.0,clean,80.9,HEALTHY,-3.2,2,Sustained Uptrend,2.59,3.5,16.25,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",82.4
TIGO,72.1,68.02,6.0,OPTIMAL,90,1.5,1.11,71.72,0.53,,,,0.593,145.6,76.1,53.0,clean,81.0,HEALTHY,-4.2,3,Parabolic,4.06,11.66,43.82,XLRE,index,Index,1.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -5.5, 'median_ttg': 3.0, 'prob_good': 19.5, 'prob_bad': 61.9}",82.4
LHX,360.41,353.7,1.9,OPTIMAL,95,1.48,0.9,365.24,-1.32,,,,0.463,78.2,75.8,57.0,clean,75.2,CAUTION,-5.0,3,Parabolic,-1.69,5.91,26.04,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",82.3
TRV,304.56,300.58,1.33,OPTIMAL,95,1.48,0.9,305.15,-0.19,,,,0.235,30.0,68.6,104.0,clean,83.3,HEALTHY,-2.7,2,Sustained Uptrend,-0.57,1.89,9.42,,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",82.2
OKE,85.8,84.13,1.98,OPTIMAL,95,1.48,0.9,85.53,0.31,,,,0.005,-5.2,68.1,105.0,clean,83.5,HEALTHY,-3.6,3,Parabolic,-1.31,1.05,16.28,XLE,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",82.1
MTZ,290.6,278.21,4.46,OPTIMAL,95,1.48,0.9,297.93,-2.46,,,,0.666,154.7,67.2,109.0,clean,83.7,HEALTHY,-6.4,3,Parabolic,1.75,9.66,27.01,XLI,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",81.9
VAL,93.61,86.07,8.77,OPTIMAL,90,1.5,1.11,91.75,2.03,,,,0.004,-7.2,70.7,88.0,clean,84.7,HEALTHY,-8.4,3,Parabolic,6.97,5.87,62.4,VXUS,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",81.7
MU,425.43,405.91,4.81,OPTIMAL,95,1.48,0.9,400.24,6.29,,,,0.106,-50.9,66.0,119.0,clean,84.3,HEALTHY,-6.6,3,Parabolic,14.89,3.68,61.32,XLK,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",81.6
EXC,50.05,47.16,6.13,OPTIMAL,90,1.5,1.11,49.2,1.72,,,,0.777,66.8,63.2,136.0,clean,93.0,HEALTHY,-0.7,2,Sustained Uptrend,1.4,12.6,15.64,XLU,equity,Equity,2.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.04, 'median_ttg': 2.0, 'prob_good': 23.6, 'prob_bad': 61.3}",81.5
FAN,23.58,23.49,0.4,OPTIMAL,95,1.48,0.9,23.76,-0.77,,,,0.091,21.0,73.3,74.0,clean,75.3,CAUTION,-4.2,2,Sustained Uptrend,0.0,1.42,15.76,VGK,index,Index,1.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",81.5
SBUX,99.83,97.17,2.74,OPTIMAL,95,1.48,0.9,99.03,0.81,,,,0.769,74.7,65.5,124.0,clean,83.5,HEALTHY,-4.8,2,Sustained Uptrend,0.85,0.72,19.06,XLY,equity,Equity,37.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",81.2
SO,98.92,94.04,5.19,OPTIMAL,90,1.5,1.11,97.29,1.68,,,,0.699,75.5,62.0,144.0,clean,92.9,HEALTHY,-0.2,2,Sustained Uptrend,1.48,8.87,17.65,XLU,equity,Equity,2.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.04, 'median_ttg': 2.0, 'prob_good': 23.6, 'prob_bad': 61.3}",81.1
CORN,18.66,17.78,4.92,OPTIMAL,95,1.48,0.9,18.25,2.27,,,,0.841,82.4,69.5,97.0,clean,78.0,CAUTION,-1.0,1,Basing,0.76,6.93,4.66,DBA,commodity,Commodity,21.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",81.0
ET,18.77,18.53,1.31,OPTIMAL,95,1.48,0.9,18.71,0.32,,,,0.008,-3.9,65.3,126.0,clean,82.9,HEALTHY,-2.8,2,Sustained Uptrend,0.16,3.08,14.1,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",81.0
WEC,117.91,114.26,3.19,OPTIMAL,95,1.48,0.9,115.85,1.78,,,,0.114,15.2,61.5,148.0,overextended,87.4,HEALTHY,-0.1,2,Sustained Uptrend,1.85,4.23,13.75,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",81.0
UFO,44.8,44.61,0.43,OPTIMAL,95,1.48,0.9,45.3,-1.1,,,,0.332,44.4,74.7,65.0,clean,71.8,CAUTION,-7.9,3,Parabolic,0.65,2.94,18.99,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",80.9
AROC,34.98,33.63,4.0,OPTIMAL,95,1.48,0.9,35.97,-2.78,,,,0.633,153.0,70.0,93.0,stalling,76.9,CAUTION,-6.1,3,Parabolic,-0.98,7.98,34.06,XLI,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",80.8
SNDK,668.88,614.3,8.89,OPTIMAL,90,1.5,1.11,602.72,10.98,ELEVATED,1.51,0.6,0.017,-31.5,66.1,117.0,clean,86.8,HEALTHY,-7.7,3,Parabolic,26.84,11.6,187.25,XLK,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.64, 'median_ttg': 1.0, 'prob_good': 22.2, 'prob_bad': 53.7}",80.7
FIX,1379.55,1341.22,2.86,OPTIMAL,95,1.48,0.9,1380.08,-0.04,,,,0.014,18.5,64.1,134.0,clean,83.1,HEALTHY,-8.0,3,Parabolic,7.86,3.06,35.07,XLK,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",80.6
NORW,35.8,34.88,2.64,OPTIMAL,95,1.48,0.9,35.79,0.02,,,,0.632,48.9,68.0,106.0,clean,78.6,CAUTION,-2.7,3,Parabolic,0.22,3.41,21.11,VXUS,index,Index,1.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",80.6
NSKFF,42.0,39.63,5.98,OPTIMAL,90,1.5,1.11,41.36,1.54,,,,0.299,67.3,75.3,60.0,clean,75.8,CAUTION,-5.0,3,Parabolic,0.07,7.31,68.88,,equity,Equity,11.0,False,False,"{'grade': 'OK', 'median_mae': -6.58, 'median_ttg': 2.0, 'prob_good': 33.3, 'prob_bad': 55.6}",80.6
CIEN,338.56,313.72,7.92,OPTIMAL,90,1.5,1.11,329.51,2.75,,,,0.113,84.9,66.4,114.0,clean,85.9,HEALTHY,-7.5,3,Parabolic,15.09,13.9,52.61,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.64, 'median_ttg': 1.0, 'prob_good': 22.2, 'prob_bad': 53.7}",80.5
