ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,combined_score
AMGN,376.72,369.95,1.83,OPTIMAL,95,1.48,0.9,377.7,-0.26,,,,0.184,33.9,77.7,63.0,clean,84.8,HEALTHY,-3.7,2,Sustained Uptrend,-0.67,0.24,17.27,XLV,equity,Equity,85.9
MNMD,18.65,17.35,7.47,OPTIMAL,90,1.5,1.11,17.81,4.72,,,,0.52,118.5,78.4,58.0,clean,89.8,HEALTHY,-4.9,3,Parabolic,5.01,7.49,43.46,,commodity,Commodity,85.9
BKTI,85.69,82.88,3.39,OPTIMAL,95,1.48,0.9,86.81,-1.29,,,,0.548,89.3,75.5,83.0,clean,85.9,HEALTHY,-4.3,2,Sustained Uptrend,-3.72,8.26,27.93,XLI,equity,Equity,85.4
GUNR,54.4,53.35,1.97,OPTIMAL,95,1.48,0.9,54.42,-0.04,,,,0.21,29.7,81.7,39.0,clean,78.6,CAUTION,-3.0,3,Parabolic,0.48,3.13,21.59,IAU,sector,Sector,85.4
HWM,251.82,241.83,4.13,OPTIMAL,95,1.48,0.9,257.02,-2.02,,,,0.311,91.0,80.2,53.0,clean,79.9,CAUTION,-5.8,3,Parabolic,-3.18,11.85,30.05,XLI,equity,Equity,85.3
ROIV,29.87,26.75,11.66,GOOD,75,1.52,1.24,29.07,2.76,,,,0.832,143.9,89.2,11.0,clean,92.8,HEALTHY,-1.5,3,Parabolic,1.19,7.95,42.31,XLK,equity,Equity,85.3
TTE,81.07,76.97,5.33,OPTIMAL,90,1.5,1.11,79.29,2.25,,,,0.503,62.9,80.4,50.0,clean,85.4,HEALTHY,-1.4,3,Parabolic,5.39,8.51,23.43,XLE,index,Index,85.3
CW,691.7,681.01,1.57,OPTIMAL,95,1.48,0.9,700.89,-1.31,,,,0.303,71.7,77.3,67.0,clean,82.8,HEALTHY,-5.3,3,Parabolic,-2.93,5.79,26.28,XLI,equity,Equity,85.1
ITA,239.29,238.28,0.43,OPTIMAL,95,1.48,0.9,243.36,-1.67,,,,0.362,48.7,80.3,51.0,clean,79.3,CAUTION,-4.5,2,Sustained Uptrend,-3.11,1.9,17.1,XLI,equity,Equity,85.1
PPA,178.42,177.97,0.25,OPTIMAL,95,1.48,0.9,181.22,-1.55,,,,0.409,43.6,80.3,51.0,clean,78.4,CAUTION,-4.2,2,Sustained Uptrend,-2.86,0.88,17.38,XLI,equity,Equity,84.9
XAR,277.56,277.1,0.16,OPTIMAL,95,1.48,0.9,282.56,-1.77,,,,0.368,54.2,79.0,56.0,clean,79.9,CAUTION,-6.0,2,Sustained Uptrend,-3.35,0.41,19.05,XLI,equity,Equity,84.9
GEV,845.09,814.01,3.82,OPTIMAL,95,1.48,0.9,844.03,0.13,,,,0.104,44.1,72.8,104.0,clean,87.0,HEALTHY,-5.6,3,Parabolic,0.45,5.43,35.89,XLI,bond,Bond,84.8
OKE,85.32,83.6,2.05,OPTIMAL,95,1.48,0.9,85.13,0.22,,,,0.001,2.6,77.5,65.0,clean,81.3,HEALTHY,-4.1,3,Parabolic,0.66,2.63,13.87,XLE,index,Index,84.8
BP,41.34,38.45,7.53,OPTIMAL,90,1.5,1.11,39.57,4.47,,,,0.826,120.7,72.9,103.0,clean,92.0,HEALTHY,-0.3,2,Sustained Uptrend,6.44,5.41,15.54,XLE,commodity,Commodity,84.6
EVRG,81.38,80.64,0.91,OPTIMAL,95,1.48,0.9,83.24,-2.24,,,,0.45,55.9,82.6,33.0,stalling,74.7,CAUTION,-4.5,2,Sustained Uptrend,-3.49,5.48,10.96,XLU,equity,Equity,84.6
EXC,48.98,46.78,4.7,OPTIMAL,95,1.48,0.9,49.01,-0.07,,,,0.669,105.5,70.9,110.0,clean,88.5,HEALTHY,-1.8,2,Sustained Uptrend,-0.55,11.39,13.04,XLU,equity,Equity,84.6
SEI,55.68,51.96,7.16,OPTIMAL,90,1.5,1.11,50.64,9.95,,,,0.051,-43.7,76.3,78.0,clean,87.3,HEALTHY,-9.3,2,Sustained Uptrend,11.29,5.14,4.07,XLK,commodity,Commodity,84.4
NTR,78.41,72.28,8.48,OPTIMAL,90,1.5,1.11,75.31,4.11,,,,0.775,114.5,75.3,85.0,clean,88.0,HEALTHY,-0.8,3,Parabolic,6.55,11.89,32.63,XLE,sector,Sector,84.3
COP,116.68,110.47,5.62,OPTIMAL,90,1.5,1.11,115.89,0.68,,,,0.721,109.8,83.1,28.0,clean,78.8,CAUTION,-4.8,3,Parabolic,0.89,7.34,25.62,XLE,commodity,Commodity,84.2
MPLX,58.71,57.04,2.93,OPTIMAL,95,1.48,0.9,58.7,0.01,,,,0.603,69.4,68.2,133.0,clean,90.3,HEALTHY,-1.9,2,Sustained Uptrend,-0.32,6.73,5.69,XLRE,bond,Bond,84.2
DBB,24.47,23.97,2.09,OPTIMAL,95,1.48,0.9,24.2,1.13,,,,0.48,41.0,82.9,29.0,clean,72.5,CAUTION,-6.0,2,Sustained Uptrend,0.9,1.36,8.95,IAU,commodity,Commodity,84.0
SOYB,24.68,23.43,5.33,OPTIMAL,90,1.5,1.11,24.07,2.5,,,,0.867,63.7,81.6,40.0,clean,79.8,CAUTION,-0.8,1,Basing,3.72,7.47,7.89,DBA,commodity,Commodity,84.0
BG,121.23,118.54,2.28,OPTIMAL,95,1.48,0.9,118.11,2.65,,,,0.239,-44.7,74.7,92.0,clean,81.1,HEALTHY,-2.8,3,Parabolic,5.41,2.18,31.91,XLB,sector,Sector,83.7
HOLX,75.43,75.2,0.31,OPTIMAL,95,1.48,0.9,75.52,-0.11,,,,0.689,10.2,75.0,87.0,stalling,80.5,HEALTHY,-0.4,1,Basing,-0.32,0.55,0.77,,equity,Equity,83.7
HAL,35.6,34.66,2.72,OPTIMAL,95,1.48,0.9,35.1,1.44,,,,0.082,23.6,69.5,127.0,clean,86.4,HEALTHY,-3.9,3,Parabolic,3.41,2.02,26.8,XLE,commodity,Commodity,83.5
SII,163.79,140.42,16.64,FAIR,85,1.67,3.82,162.93,0.53,,,,0.795,483.7,78.7,57.0,clean,87.2,HEALTHY,-3.4,3,Parabolic,-1.06,33.53,77.15,IAU,miner,Miner,83.5
SYRE,41.48,38.08,8.93,OPTIMAL,90,1.5,1.11,41.46,0.05,,,,0.444,239.7,82.2,37.0,clean,77.1,CAUTION,-9.3,3,Parabolic,1.17,22.14,19.78,VXUS,equity,Equity,83.4
DLR,182.25,175.19,4.03,OPTIMAL,95,1.48,0.9,179.17,1.72,,,,0.25,29.7,61.1,183.0,clean,95.2,HEALTHY,-1.4,2,Sustained Uptrend,-0.2,5.88,11.28,SPY,sector,Sector,83.2
FANG,176.94,171.17,3.37,OPTIMAL,95,1.48,0.9,177.08,-0.08,,,,0.616,92.9,74.9,88.0,clean,79.0,CAUTION,-5.2,2,Sustained Uptrend,0.13,6.61,12.33,XLE,commodity,Commodity,83.2
JNJ,242.65,240.41,0.93,OPTIMAL,95,1.48,0.9,244.18,-0.63,,,,0.081,14.0,81.4,43.0,clean,71.5,CAUTION,-3.6,3,Parabolic,-1.08,1.68,20.35,XLP,equity,Equity,83.2
OSIS,276.74,275.24,0.54,OPTIMAL,95,1.48,0.9,281.7,-1.76,,,,0.076,42.6,74.4,94.0,clean,79.5,CAUTION,-9.6,2,Sustained Uptrend,-4.1,0.72,5.38,XLI,bond,Bond,83.1
EWTX,30.39,29.48,3.1,OPTIMAL,95,1.48,0.9,29.21,4.04,,,,0.386,-72.6,71.9,107.0,clean,81.5,HEALTHY,-4.5,3,Parabolic,5.23,0.46,28.99,DBA,equity,Equity,82.9
LMT,652.07,643.94,1.26,OPTIMAL,95,1.48,0.9,659.82,-1.17,,,,0.421,56.0,82.7,31.0,stalling,69.1,CAUTION,-5.8,3,Parabolic,-1.87,2.16,40.12,XLI,equity,Equity,82.9
PHYS,39.41,38.41,2.62,OPTIMAL,95,1.48,0.12,39.45,-0.08,,,,0.404,68.3,82.9,29.0,clean,68.8,CAUTION,-6.3,3,Parabolic,0.63,2.27,23.13,IAU,miner,Miner,82.9
DVN,45.18,43.49,3.9,OPTIMAL,95,1.48,0.9,44.17,2.3,,,,0.014,8.0,67.5,135.0,clean,86.3,HEALTHY,-2.1,3,Parabolic,3.9,3.92,20.27,XLE,index,Index,82.8
FAN,23.71,23.42,1.23,OPTIMAL,95,1.48,0.9,23.94,-0.94,,,,0.292,41.3,76.4,75.0,clean,76.0,CAUTION,-3.6,2,Sustained Uptrend,-0.7,2.39,19.1,VGK,index,Index,82.8
AL,64.71,64.55,0.25,OPTIMAL,95,1.48,0.9,64.68,0.04,,,,0.55,5.0,75.6,82.0,clean,76.2,CAUTION,-0.4,1,Basing,-0.02,0.22,0.95,HYG,bond,Bond,82.6
DOCN,67.2,60.36,11.32,GOOD,75,1.52,1.24,57.05,17.8,EXIT WATCH,1.59,0.49,0.319,-202.6,87.4,13.0,overextended,86.0,HEALTHY,-4.6,3,Parabolic,28.59,3.8,35.79,XLK,equity,Equity,82.6
FTI,64.22,62.03,3.54,OPTIMAL,95,1.48,0.9,65.25,-1.58,,,,0.402,87.4,73.3,101.0,clean,78.6,CAUTION,-6.0,3,Parabolic,-1.6,7.1,41.68,XLE,index,Index,82.5
FIVE,220.18,211.5,4.1,OPTIMAL,95,1.48,0.9,221.33,-0.52,,,,0.534,95.7,67.4,137.0,clean,85.2,HEALTHY,-4.0,3,Parabolic,-0.15,5.13,26.09,SPY,equity,Equity,82.4
RBC,559.35,550.43,1.62,OPTIMAL,95,1.48,0.9,568.27,-1.57,,,,0.304,41.1,78.4,58.0,clean,72.5,CAUTION,-5.1,3,Parabolic,-1.88,2.03,26.12,XLI,sector,Sector,82.4
FET,57.83,53.19,8.73,OPTIMAL,90,1.5,1.11,58.23,-0.69,,,,0.583,250.0,86.2,18.0,clean,68.7,CAUTION,-9.0,3,Parabolic,-1.8,19.85,67.72,XLE,bond,Bond,82.3
CLMT,28.95,27.25,6.22,OPTIMAL,90,1.5,1.11,28.98,-0.11,,,,0.32,123.8,93.3,5.0,clean,60.0,CAUTION,-7.8,3,Parabolic,-1.26,12.38,49.3,,bond,Bond,82.2
EZPW,26.25,24.84,5.68,OPTIMAL,90,1.5,1.11,26.32,-0.25,,,,0.578,102.5,70.8,113.0,clean,86.5,HEALTHY,-3.8,3,Parabolic,-0.77,4.27,29.27,XLI,equity,Equity,82.2
VZ,50.48,48.49,4.11,OPTIMAL,95,1.48,0.9,50.5,-0.04,,,,0.699,72.2,69.1,130.0,clean,82.7,HEALTHY,-1.8,3,Parabolic,-1.41,7.36,22.23,XLP,equity,Equity,82.2
NSKFF,42.0,39.07,7.49,OPTIMAL,90,1.5,1.11,41.33,1.61,,,,0.373,80.5,76.8,71.0,clean,78.9,CAUTION,-5.0,3,Parabolic,2.44,9.6,72.34,,equity,Equity,82.0
VTR,85.66,84.02,1.95,OPTIMAL,95,1.48,0.9,86.04,-0.45,,,,0.08,10.2,65.3,149.0,clean,86.1,HEALTHY,-2.5,2,Sustained Uptrend,-1.26,3.51,5.75,XLRE,sector,Sector,81.9
ASHR,33.83,33.74,0.25,OPTIMAL,95,1.48,0.9,33.62,0.62,,,,0.198,-20.7,70.9,110.0,clean,78.7,CAUTION,-2.2,2,Sustained Uptrend,1.42,-0.81,1.82,VXUS,index,Index,81.7
KPELY,19.33,19.31,0.12,OPTIMAL,95,1.48,0.9,19.51,-0.94,,,,0.203,-60.2,86.9,14.0,clean,60.0,CAUTION,-8.4,3,Parabolic,1.31,1.74,27.68,,equity,Equity,81.7
SEA,16.63,16.42,1.3,OPTIMAL,95,1.48,0.9,16.94,-1.81,,,,0.43,59.0,77.7,63.0,clean,70.7,CAUTION,-5.2,2,Sustained Uptrend,-2.81,3.74,9.48,XLI,index,Index,81.7
TIGO,72.34,67.39,7.35,OPTIMAL,90,1.5,1.11,71.94,0.56,,,,0.677,166.1,74.8,91.0,clean,80.2,HEALTHY,-3.9,3,Parabolic,-0.21,5.95,43.48,XLRE,index,Index,81.7
FNV,264.11,256.06,3.14,OPTIMAL,95,1.48,0.12,267.11,-1.13,,,,0.195,74.0,74.3,97.0,clean,74.1,CAUTION,-7.5,3,Parabolic,0.81,6.36,32.5,IAU,miner,Miner,81.5
CTRA,31.38,30.54,2.73,OPTIMAL,95,1.48,0.9,30.9,1.54,,,,0.013,-7.4,64.0,158.0,clean,85.8,HEALTHY,-4.0,2,Sustained Uptrend,2.7,2.84,18.08,XLE,commodity,Commodity,81.4
CVX,190.51,183.0,4.1,OPTIMAL,95,1.48,0.9,188.22,1.22,,,,0.791,62.9,61.9,175.0,clean,87.8,HEALTHY,-1.0,3,Parabolic,2.41,4.33,28.11,XLE,commodity,Commodity,81.3
MU,421.47,406.9,3.58,OPTIMAL,95,1.48,0.9,400.82,5.15,,,,0.027,-28.5,65.2,151.0,clean,84.2,HEALTHY,-7.5,3,Parabolic,5.17,9.9,70.69,XLK,equity,Equity,81.3
TJX,157.72,156.17,0.99,OPTIMAL,95,1.48,0.9,159.94,-1.39,,,,0.611,60.3,70.1,120.0,clean,78.3,CAUTION,-3.0,2,Sustained Uptrend,-2.48,0.95,2.6,XLRE,equity,Equity,81.3
XOP,163.48,150.35,8.73,OPTIMAL,90,1.5,1.11,159.59,2.44,,,,0.83,161.8,69.3,129.0,clean,84.9,HEALTHY,-2.4,2,Sustained Uptrend,1.69,11.6,21.88,XLE,commodity,Commodity,81.2
SBUX,101.07,96.62,4.6,OPTIMAL,95,1.48,0.9,98.59,2.52,,,,0.497,54.5,61.9,175.0,clean,87.4,HEALTHY,-3.6,2,Sustained Uptrend,4.03,2.11,21.17,XLY,equity,Equity,81.1
SHEL,87.12,79.97,8.95,OPTIMAL,90,1.5,1.11,83.93,3.8,,,,0.901,138.2,63.0,168.0,clean,91.7,HEALTHY,-0.1,2,Sustained Uptrend,5.34,11.98,19.83,XLE,index,Index,81.1
WMB,73.98,71.67,3.23,OPTIMAL,95,1.48,0.9,74.73,-1.0,,,,0.58,76.5,68.2,133.0,clean,79.8,CAUTION,-3.8,3,Parabolic,-2.36,9.04,19.43,XLE,bond,Bond,81.1
CAMT,163.1,155.7,4.75,OPTIMAL,95,1.48,0.9,162.5,0.37,,,,0.064,44.1,63.3,166.0,clean,85.3,HEALTHY,-6.6,3,Parabolic,-1.78,8.42,37.32,XLK,equity,Equity,81.0
CLNFF,59.54,54.17,9.91,OPTIMAL,90,1.5,1.11,60.58,-1.71,,,,0.843,302.9,81.2,45.0,clean,70.4,CAUTION,-3.8,3,Parabolic,-3.66,29.72,43.37,,equity,Equity,81.0
KMI,33.14,32.1,3.24,OPTIMAL,95,1.48,0.9,33.46,-0.95,,,,0.72,84.5,70.0,122.0,clean,77.1,CAUTION,-3.2,3,Parabolic,-2.3,6.94,21.44,XLE,bond,Bond,80.9
XOM,151.56,148.55,2.03,OPTIMAL,95,1.48,0.9,150.98,0.38,,,,0.018,7.4,70.6,116.0,clean,76.0,CAUTION,-5.0,3,Parabolic,1.16,0.23,30.68,XLE,commodity,Commodity,80.8
HDGE,17.81,16.93,5.18,OPTIMAL,90,1.5,1.11,17.34,2.72,,,,0.792,74.7,70.8,113.0,clean,81.5,HEALTHY,-0.6,1,Basing,3.79,8.4,7.03,,equity,Equity,80.7
TBN,30.72,29.83,2.98,OPTIMAL,95,1.48,0.9,31.04,-1.04,,,,0.5,116.8,71.1,108.0,clean,75.1,CAUTION,-6.6,3,Parabolic,-0.9,5.13,20.47,XLE,equity,Equity,80.7
CSTM,25.23,24.85,1.52,OPTIMAL,95,1.48,0.9,25.64,-1.58,,,,0.26,72.1,65.3,149.0,clean,81.8,HEALTHY,-8.0,3,Parabolic,-5.26,2.15,44.17,SPY,bond,Bond,80.6
GLD,475.75,465.71,2.16,OPTIMAL,95,1.48,0.12,475.7,0.01,,,,0.349,52.8,76.3,78.0,clean,68.9,CAUTION,-6.7,3,Parabolic,0.84,1.87,23.44,IAU,miner,Miner,80.6
KDEF,59.45,58.61,1.43,OPTIMAL,95,1.48,0.9,61.32,-3.05,,,,0.6,154.4,80.5,49.0,clean,63.6,CAUTION,-11.8,3,Parabolic,0.63,4.54,36.01,,index,Index,80.5
VRTX,492.97,474.89,3.81,OPTIMAL,95,1.48,0.9,478.4,3.04,,,,0.05,23.9,62.7,172.0,overextended,84.3,HEALTHY,-2.9,2,Sustained Uptrend,3.16,4.69,11.52,XLV,equity,Equity,80.5
LQDA,38.95,37.31,4.41,OPTIMAL,95,1.48,0.9,34.25,13.73,ELEVATED,1.51,0.6,0.058,-89.6,83.4,26.0,clean,60.0,CAUTION,-16.5,3,Parabolic,13.29,-8.14,11.26,,equity,Equity,80.4
NXT,115.73,114.38,1.18,OPTIMAL,95,1.48,0.9,106.39,8.78,,,,0.399,-171.5,63.4,164.0,overextended,83.2,HEALTHY,-12.1,2,Sustained Uptrend,11.41,-5.04,29.02,XLK,sector,Sector,80.4
BIIB,190.82,189.29,0.81,OPTIMAL,95,1.48,0.9,188.33,1.33,,,,0.349,-45.2,69.4,128.0,clean,75.3,CAUTION,-5.7,2,Sustained Uptrend,0.47,-1.54,5.76,XLV,equity,Equity,80.1
IAU,97.45,95.39,2.17,OPTIMAL,95,1.48,0.12,97.44,0.01,,,,0.352,53.0,76.4,75.0,clean,67.0,CAUTION,-6.7,3,Parabolic,0.83,1.91,23.44,IAU,miner,Miner,80.1
MAMA,16.12,15.94,1.12,OPTIMAL,95,1.48,0.9,16.55,-2.6,,,,0.352,123.4,82.3,35.0,clean,60.0,CAUTION,-9.7,3,Parabolic,-1.18,1.75,44.16,,equity,Equity,80.1
SGOL,49.33,48.29,2.16,OPTIMAL,95,1.48,0.12,49.32,0.02,,,,0.354,53.3,76.5,74.0,clean,66.8,CAUTION,-6.6,3,Parabolic,0.86,1.92,23.48,IAU,miner,Miner,80.1
UFO,45.41,44.72,1.54,OPTIMAL,95,1.48,0.9,45.29,0.25,,,,0.455,54.8,70.5,118.0,clean,73.5,CAUTION,-6.7,3,Parabolic,-2.23,-0.27,25.99,XLI,equity,Equity,80.0
VIV,15.96,15.63,2.08,OPTIMAL,95,1.48,0.9,16.19,-1.47,,,,0.174,42.0,74.0,99.0,clean,69.6,CAUTION,-5.9,3,Parabolic,-2.71,4.35,29.19,VXUS,index,Index,80.0
NYT,78.49,75.43,4.06,OPTIMAL,95,1.48,0.9,80.25,-2.2,,,,0.799,166.3,73.0,102.0,clean,70.5,CAUTION,-5.1,3,Parabolic,-3.24,14.32,20.27,XLC,equity,Equity,79.9
DLX,27.41,27.29,0.43,OPTIMAL,95,1.48,0.9,27.87,-1.68,,,,0.495,73.8,66.3,141.0,clean,77.4,CAUTION,-4.2,3,Parabolic,-2.58,1.05,30.81,XLF,index,Index,79.7
GLTO,28.69,27.6,3.96,OPTIMAL,95,1.48,0.9,29.72,-3.46,,,,0.265,233.3,85.1,21.0,clean,55.5,CAUTION,-25.1,3,Parabolic,-4.53,26.78,25.34,,equity,Equity,79.7
INFL,52.8,51.66,2.21,OPTIMAL,95,1.48,0.9,53.6,-1.5,,,,0.539,79.0,67.1,139.0,clean,76.4,CAUTION,-4.3,2,Sustained Uptrend,-1.91,4.89,18.79,IAU,index,Index,79.7
INR,18.26,16.75,9.02,OPTIMAL,90,1.5,1.11,17.4,4.96,,,,0.475,129.3,69.6,126.0,clean,79.2,CAUTION,-3.9,3,Parabolic,6.53,7.41,27.07,XLE,commodity,Commodity,79.6
NEE,91.84,91.0,0.92,OPTIMAL,95,1.48,0.9,92.08,-0.26,,,,0.029,9.7,70.6,116.0,clean,71.5,CAUTION,-4.2,2,Sustained Uptrend,-0.82,2.64,14.02,XLU,equity,Equity,79.4
TGT,119.83,114.71,4.47,OPTIMAL,95,1.48,0.9,118.52,1.11,,,,0.584,80.7,67.5,135.0,clean,74.6,CAUTION,-4.9,3,Parabolic,-0.2,3.74,28.77,XLF,equity,Equity,79.3
CIEN,335.48,307.93,8.95,OPTIMAL,90,1.5,1.11,331.19,1.3,,,,0.197,121.8,63.6,161.0,clean,84.7,HEALTHY,-8.3,3,Parabolic,-2.35,15.81,57.55,XLK,equity,Equity,79.2
EWC,56.41,56.39,0.04,OPTIMAL,95,1.48,0.9,57.19,-1.37,,,,0.11,17.2,64.4,154.0,clean,77.6,CAUTION,-4.0,2,Sustained Uptrend,-1.84,0.25,6.53,VXUS,index,Index,79.1
FIX,1403.47,1326.39,5.81,OPTIMAL,90,1.5,1.11,1391.18,0.88,,,,0.117,60.7,61.7,178.0,clean,86.7,HEALTHY,-6.4,3,Parabolic,-1.88,9.33,41.84,XLK,index,Index,79.1
IYZ,39.19,38.54,1.68,OPTIMAL,95,1.48,0.9,39.58,-0.99,,,,0.391,39.8,63.5,162.0,clean,78.9,CAUTION,-3.5,2,Sustained Uptrend,-3.34,1.07,17.29,XLI,equity,Equity,79.1
EOG,131.83,120.98,8.97,OPTIMAL,90,1.5,1.11,128.37,2.7,,,,0.853,157.2,62.0,174.0,clean,85.3,HEALTHY,-1.9,2,Sustained Uptrend,3.14,15.77,19.17,XLE,commodity,Commodity,78.8
VAL,93.19,83.65,11.4,GOOD,75,1.52,1.24,92.13,1.15,,,,0.08,49.1,77.8,62.0,clean,84.5,HEALTHY,-8.8,3,Parabolic,-1.32,11.18,57.36,VXUS,equity,Equity,78.8
CM,99.01,97.95,1.08,OPTIMAL,95,1.48,0.9,100.43,-1.41,,,,0.344,50.6,70.8,113.0,clean,69.0,CAUTION,-5.7,2,Sustained Uptrend,-2.14,0.99,9.74,XLF,index,Index,78.7
INVX,25.97,25.88,0.36,OPTIMAL,95,1.48,0.9,26.5,-1.99,,,,0.233,92.4,78.3,60.0,clean,60.0,CAUTION,-11.9,3,Parabolic,-1.22,2.49,13.16,XLE,commodity,Commodity,78.7
LBRT,29.23,26.56,10.09,GOOD,60,1.52,-0.9,27.97,4.54,,,,0.636,165.7,84.9,22.0,clean,93.2,HEALTHY,-1.4,3,Parabolic,6.43,16.15,50.7,XLI,commodity,Commodity,78.7
SO,96.13,93.36,2.96,OPTIMAL,95,1.48,0.9,97.01,-0.9,,,,0.737,94.0,57.0,208.0,clean,85.1,HEALTHY,-2.0,2,Sustained Uptrend,-1.54,7.55,12.35,XLU,equity,Equity,78.7
