ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,spread_support,source_count,sources,sector
AEP,XLU,78.0,72.3,45.0,83.7,,,,,,,1.0,,,bearish,2,"['ranker', 'ranker_long']",Utilities
NBTX,--,78.0,72.3,69.0,81.8,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
CVX,XLE,82.0,72.1,108.0,78.7,,,,,,,4.0,,,none,2,"['ranker', 'ranker_long']",Energy
IEO,XLE,83.0,72.0,,,,,,,,4.3,,,,none,2,"['ranker', 'secrot']",
CM,VGK,85.0,71.9,75.0,81.5,,,,,,,2.0,,,none,2,"['ranker', 'ranker_long']",Financial Services
LINC,TLT,88.0,71.5,31.0,85.2,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
SEA,XLI,89.0,71.4,,,,,,,,5.1,,,,none,2,"['ranker', 'secrot']",
CME,XLRE,92.0,70.9,40.0,84.3,,,,,,,2.0,,,bearish,2,"['ranker', 'ranker_long']",Financial Services
TRV,XLF,93.0,70.7,48.0,83.6,,,,,,,1.0,,,none,2,"['ranker', 'ranker_long']",Financial Services
KDEF,--,94.0,70.6,,,,,,,,8.0,,,,none,2,"['ranker', 'secrot']",
DVN,XLE,95.0,70.3,89.0,79.9,,,,,,,3.0,,,none,2,"['ranker', 'ranker_long']",Energy
XOP,XLE,96.0,70.2,,,,,,,,3.9,,,,none,2,"['ranker', 'secrot']",
EVRG,XLU,98.0,70.0,59.0,82.7,,,,,,,1.0,,,bearish,2,"['ranker', 'ranker_long']",Utilities
THC,--,98.0,70.0,10.0,89.7,,,,,,,0.0,,,none,2,"['ranker', 'ranker_long']",Healthcare
CTRE,TLT,100.0,69.8,68.0,82.0,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
UNF,--,100.0,69.8,138.0,76.2,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
BKTI,XLI,104.0,69.1,138.0,76.2,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
INSW,XLV,104.0,69.1,45.0,83.7,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
CTRA,XLE,108.0,68.5,43.0,84.2,,,,,,,4.0,,,none,2,"['ranker', 'ranker_long']",Energy
FIVE,XLI,110.0,68.3,94.0,79.4,,,,,,,3.0,,,bearish,2,"['ranker', 'ranker_long']",Consumer Cyclical
FUWAY,IAU,111.0,68.0,19.0,87.2,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
HCA,--,114.0,67.5,26.0,86.4,,,,,,,3.0,,,none,2,"['ranker', 'ranker_long']",Healthcare
FIGS,--,115.0,67.2,121.0,77.8,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
AROC,XLE,117.0,67.0,22.0,86.9,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
COP,XLE,117.0,67.0,18.0,87.5,,,,,,,4.0,,,none,2,"['ranker', 'ranker_long']",Energy
EQNR,XLE,122.0,66.6,138.0,76.2,,,,,,,3.0,,,none,2,"['ranker', 'ranker_long']",Energy
AAOI,--,123.0,66.5,75.0,81.5,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
XEL,XLU,124.0,66.4,88.0,80.0,,,,,,,1.0,,,bearish,2,"['ranker', 'ranker_long']",Utilities
TTE,XLE,126.0,66.1,57.0,82.9,,,,,,,3.0,,,none,2,"['ranker', 'ranker_long']",Energy
OBYCF,VXUS,128.0,65.7,13.0,89.1,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
TEN,--,130.0,65.6,19.0,87.2,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
TJX,--,131.0,65.4,36.0,84.9,,,,,,,1.0,,,bearish,2,"['ranker', 'ranker_long']",Consumer Cyclical
AEIS,XLI,132.0,65.3,103.0,79.0,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
USO,XLE,132.0,65.3,110.0,78.6,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
CF,XLE,135.0,65.0,39.0,84.5,,,,,,,4.0,,,bearish,2,"['ranker', 'ranker_long']",Basic Materials
NYT,XLC,135.0,65.0,133.0,76.9,,,,,,,4.0,,,none,2,"['ranker', 'ranker_long']",Communication Services
STNG,--,138.0,64.9,78.0,81.4,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
DVA,XLP,139.0,64.8,53.0,83.2,,,,,,,,,,bearish,2,"['ranker', 'ranker_long']",
QSR,--,140.0,64.6,123.0,77.7,,,,,,,1.0,,,bearish,2,"['ranker', 'ranker_long']",Consumer Cyclical
EQIX,XLU,142.0,64.5,106.0,78.8,,,,,,,2.0,,,bearish,2,"['ranker', 'ranker_long']",Real Estate
PWR,XLI,142.0,64.5,125.0,77.4,,,,,,,3.0,,,none,2,"['ranker', 'ranker_long']",Industrials
GPRE,XLE,145.0,64.4,124.0,77.6,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
FANG,XLE,148.0,63.8,92.0,79.7,,,,,,,2.0,,,none,2,"['ranker', 'ranker_long']",Energy
UTI,XLY,149.0,63.7,128.0,77.3,,,,,,,,,,bearish,2,"['ranker', 'ranker_long']",
FRO,--,149.0,63.7,53.0,83.2,,,,,,,,,,none,2,"['ranker', 'ranker_long']",
GLW,--,,,116.0,78.0,,,,,,,6.0,,,bearish,2,"['ranker_long', 'stock_secrot']",Technology
SPLV,--,,,145.0,75.9,,,,,,3.9,,,,none,2,"['ranker_long', 'secrot']",
PSLV,--,,,,,,,,,,4.6,7.0,,,none,2,"['secrot', 'stock_secrot']",Financial Services
